text,manually_annotated_label
"$GM $F $HMC - GM, Toyota, Ford among automakers recalling thousands of vehicles  https://t.co/lptlWZpt8l",Company | Product News
$CVV - CVD Equipment reports spike in Q2 orders driven by PVT-150 systems' use in EVs  https://t.co/p8pXCAkMBc,Company | Product News
$ALID - Allied ships second commercial cannabis flower export from Colombia  https://t.co/dhcFkUYpUt,Company | Product News
$CLSK - CleanSpark expands bitcoin mining capacity by 93 PH/s with new machine purchases  https://t.co/dtSMwo7B7h,Company | Product News
$BRQS - Borqs regained compliance with Nasdaq’s minimum bid price rule  https://t.co/HJmH9FmIrD,Company | Product News
$SMMT - Summit to explore additional trial for its bacteria-induced colon infection drug  https://t.co/ryRJDWEYY4,Company | Product News
$MDT - Medtronic gets FDA medical device nod for its spinal surgery predictive model platform  https://t.co/1Mo1dux3Nm,Company | Product News
$AFRM - Affirm teams up with SeatGeek to provide fans with flexible payment options  https://t.co/OM6Va2hmqg,Company | Product News
"$GRIL - Pokemoto signs lease for corporate-owned location in Wichita, Kansas  https://t.co/QpEPgtfjku",Company | Product News
$MF - Missfresh to receive RMB200M equity investment from Shanxi Donghui  https://t.co/TcemBm7j4K,Company | Product News
$COCP - Cocrystal Pharma completes single ascending dose of phase 1 study of influenza A drug  https://t.co/NInFWT238k,Company | Product News
$TWTR - Twitter reportedly seeing widespread service outages  https://t.co/Uc8DbMctE9,Company | Product News
$CNX - CNX Resources and Newlight team up to capture Aircarbon methane emissions  https://t.co/hnNr9TjdL8,Company | Product News
$RWAY - Runway Growth Finance provides Q2 portfolio update  https://t.co/nZimEWn6JC,Company | Product News
"$AMZN $PG $LEVI - Amazon sets record with Prime Day Sales; Levi's, P&amp;G and Honest Co. are also winners  https://t.co/0v4PSF4kgk",Company | Product News
"$EVGO $GM - GM, EVgo plan to roll out coast-to-coast EV fast charging network at Pilot J sites  https://t.co/v4pq3TDlhL",Company | Product News
$AITX - AITX subsidiary receives expansion order for five security robots  https://t.co/q8xLddIFYt,Company | Product News
$TFFP - TFF Pharmaceuticals expands R&amp;D operations with new Austin facility  https://t.co/Z52ZYFiE4p,Company | Product News
$OSIS - OSI Systems unit gets $4M order for patient monitoring solutions  https://t.co/YimvpjaAr1,Company | Product News
$XNNHQ - Xeno Holdings announces partnership with Rakuten Sports  https://t.co/zZhyrvnrnQ,Company | Product News
$NIU - NIU Technologies to open flagship store in downtown Miami  https://t.co/fMbmBYrAB8,Company | Product News
$LTRN - Lantern Pharma gets FDA nod to start mid-stage study of LP-300 in lung cancer  https://t.co/LPx2Y0Qvu6,Company | Product News
$REAX - The Real Brokerage receives conditional approval for Toronto Stock Exchange listing  https://t.co/WYutbGEDvj,Company | Product News
$BABA - Alibaba cuts down in-house deals team size amid regulatory crackdown pressures  https://t.co/c14tSh5AWV,Company | Product News
$DLR - Digital Realty introduces new interconnectivity solution  https://t.co/AwnA04hMrM,Company | Product News
$EXN $EXN:CA - Excellon Resources gets acceptance of plan to regain insufficient stockholders' equity compliance from NYSE  https://t.co/rXjGcYllpa,Company | Product News
$MOD - Modine Manufacturing enters into partnership with Texas AirSystems  https://t.co/9iImOuPXyb,Company | Product News
$GILT - Gilat nabs order worth over $7M from Tier-1 Mobile Network Carrier  https://t.co/RYdu6RNJVX,Company | Product News
$SON - Sonoco Thermosafe and Turkish Cargo sign global master lease agreement  https://t.co/ESvzyDVg4K,Company | Product News
"$MGM - MGM Resorts, Bet MGM renew and expand agreement with MLB  https://t.co/oMr811pRQM",Company | Product News
$WD - Walker &amp; Dunlop closes sale and financing for apartments in Texas  https://t.co/GVUoy9BTct,Company | Product News
$SNY $REGN - Sanofi/Regeneron Dupixent helps improve esophagus inflammatory condition in kids in phase 3 trial  https://t.co/BkrsG5CFke,Company | Product News
$SVA - Sinovac COVID-19 vaccine gets emergency use nod in Brazil for children aged 3-5 years  https://t.co/9NpWsDwstr,Company | Product News
$PFE $BNTX $MRNA - Pfizer/BioNTech seek approval of COVID vaccine for young children in Japan - Reuters  https://t.co/gr3qMYo1mU,Company | Product News
"$BTG $BTO:CA - B2Gold posts another record production in Q1; on track to meet annual total production guidance of 990,000 to 1,050,000 oz  https://t.co/vAygJ2eRn3",Company | Product News
$GOL - GOL sees ~80% growth in June prelim departures  https://t.co/NNbTOE2x0H,Company | Product News
"$TWTR $CTXS $SJR - Millennium trading pod said to be shuttered after bets on Twitter, Citrix Systems  https://t.co/DKhZmYC0WP",Company | Product News
"$DUK - No power technology can replace nuclear energy for now, Duke Energy CEO says  https://t.co/BaYaC2oteg",Company | Product News
$PCRFY $TSLA $PCRFF - Panasonic picks Kansas for new $4B electric vehicle battery factory  https://t.co/fLXeWeTUgt,Company | Product News
$RTX - Raytheon Technologies awarded ~$354M U.S. Army contract  https://t.co/YKBKcM5OmC,Company | Product News
$NLLSY - Nel ASA receives purchase order from from Viva Energy in Australia  https://t.co/w7iLZLQB7V,Company | Product News
$KMI - Kinder Morgan's Tennessee Gas Pipeline declares force majeure  https://t.co/yKjuIiLJut,Company | Product News
$HLG - Hailiang Education gets 2 deficiency notices from Nasdaq  https://t.co/AiOW5nDyba,Company | Product News
$NVAX $BNTX $MRNA - Novavax COVID-19 vaccine wins FDA Emergency Use Authorization  https://t.co/lxyK32lprT,Company | Product News
$RC - Ready Capital forms €300M JV with Starz Real Estate  https://t.co/PHR0Yzp7CM,Company | Product News
$CTMX - CytomX Therapeutics to cut workforce by about 40%  https://t.co/rSDhDvAGn1,Company | Product News
$UIHC - United Insurance initiates strategic review  https://t.co/aLGctXmjUk,Company | Product News
$MN - Manning &amp; Napier reports 4.6% drop in June AUM  https://t.co/BSWW50uBhi,Company | Product News
"$BLU - BELLUS Health announces launch of public offering of shares in Canada, U.S.  https://t.co/YCNCLiuoFu",Company | Product News
$AAL $JBLU $LUV - American plans to add service to more cities in Cuba  https://t.co/GELnCfc8XX,Company | Product News
$PTON - Peloton competitor Tonal slashed workforce by 35% - CNBC  https://t.co/brO6baqawy,Company | Product News
$LMT - U.S. Air Force successfully tested Lockheed hypersonic missile - Reuters  https://t.co/pUxhAX3XAs,Company | Product News
$LINC - Lincoln Educational to open new campus in Atlanta  https://t.co/Gz4tXbV7jY,Company | Product News
$DGX - Quest Diagnostics launches monkeypox virus test  https://t.co/WDgNB9Sih7,Company | Product News
$TWST - Twist Biosciences to work with DNAnexus on sequencing-based diagnostic tests  https://t.co/aUC9XQcFOo,Company | Product News
$LH - Labcorp launches new test to identify and confirm neurodegenerative disease  https://t.co/wbeqPDlpIR,Company | Product News
$IDAI - Trust Stamp receives notice of allowance for US patent  https://t.co/G2sQzFyIaC,Company | Product News
$SFET - Safe-T granted 180-day extension by Nasdaq to regain compliance with minimum bid requirements  https://t.co/pF88C2HSSK,Company | Product News
$GRVI - Grove CEO provides company update on sales and beyond  https://t.co/kVdTxppgrL,Company | Product News
$ZEV - AMPLY power partners with lightning emotors to enable integration of OMEGA charge management software for seamless fleet customer experience  https://t.co/zADo0bLbwQ,Company | Product News
$FAMI - Farmmi secures new order for export to Canada  https://t.co/Aq7mUVPiba,Company | Product News
$KIDS - OrthoPediatrics enters distribution agreement with 3D-Side  https://t.co/JRBh2ZnSKf,Company | Product News
$JZXN - Jiuzi Holdings expands sales footprint for NEV's in China  https://t.co/Cjq8GM2v6A,Company | Product News
$DAL $AAL $UAL - Delta CEO: Airline industry 'pushed too hard' after the pandemic  https://t.co/f1wIvKV49H,Company | Product News
$ACLS - Axcelis expands manufacturing capacity at Korea operations center  https://t.co/AnQm3wNV2M,Company | Product News
$CS - Credit Suisse postpones debut of its real estate fund on market woes  https://t.co/I8psIUuQdq,Company | Product News
$JNPR - Juniper Networks launches new AI-driven access switches  https://t.co/ytYASuaWPb,Company | Product News
$BAH - Booz Allen launches $100M venture capital fund  https://t.co/JEviIYvoep,Company | Product News
$RDN - Radian Group launches mortgage conduit connecting lenders and investors  https://t.co/1EAVl4W9bt,Company | Product News
$TGT - Target adds Bobbie baby formula to stores  https://t.co/b92tirSHEe,Company | Product News
$EADSY $EADSF $BA - Airbus in talks to sell more A220 jets to Delta - Reuters  https://t.co/3BR9hvDczG,Company | Product News
$AVRO - AVROBIO granted FDA’s orphan drug designation for metabolic disorder therapy  https://t.co/JfbszRaXTd,Company | Product News
$PCRFY $PCRFF $TSLA - Tesla supplier Panasonic pushing for 20% increase in battery density - Reuters  https://t.co/R73JnUhVjk,Company | Product News
$AEVA - Aeva first Aeries II 4D Lidar sensors shipped to strategic customers  https://t.co/RECkSntYOy,Company | Product News
$WBX - Wallbox partners with Svea Solar in Europe to integrate solar and EV charging  https://t.co/KWimCs4gma,Company | Product News
$PSTI - Pluristem says Phase 3 trial for muscle injury therapy did not meet key goal  https://t.co/pGtEc62G4U,Company | Product News
"$GEVO $ICAGY - Gevo, Aer Lingus enter $173M sustainable aviation fuel sales deal  https://t.co/ZhISS4ZTKj",Company | Product News
$LAZ - Lazard assets under management slips ~8.2% in June  https://t.co/qqd6JS5Wbo,Company | Product News
$GOOG $GOOGL - Alphabet plans to ease hiring in second half of 2022  https://t.co/8czBBxcTVv,Company | Product News
$MTCH - Match Group expands partnership with background check service Garbo  https://t.co/in8PP0rklO,Company | Product News
$HITI - High tide opens first canna cabana store in British Columbia  https://t.co/FRuJIc5yDw,Company | Product News
$MRK - Merck in pact with Finish pharma Orion Corporation for cancer agents  https://t.co/bWQHLCP22r,Company | Product News
$RGGI - Resgreen Group’s autonomous mobile robots use 2D and 3D LiDAR systems to help navigate facilities  https://t.co/g4uy8nMNpt,Company | Product News
$ZUO - Zuora team up with BNP Paribas Leasing Solutions to launch usage-based offerings across Europe  https://t.co/XRgvwZvDU0,Company | Product News
$RQHTF $RHT:CA - Reliq Health Technologies secures three new US contracts and new sales partnership  https://t.co/wCVwpKtXDZ,Company | Product News
$NCPL - Netcapital prices $5M securities offering  https://t.co/GZUvCROFK5,Company | Product News
$ESLT - Elbit Systems secures $660M contract to supply intelligence capabilities for a country in Europe  https://t.co/YDH9Nxo8wS,Company | Product News
$PLRX - Pliant Therapeutics prices $200M upsized stock offering  https://t.co/DvnMB7pyv6,Company | Product News
$MYGN - Myriad Genetics touts study results of GeneSight test on depression remission rates  https://t.co/jp0ndBn3hw,Company | Product News
$KNTK - Kinetik Holdings files for $400M mixed shelf offering  https://t.co/pZiubxTAgj,Company | Product News
"$EHC - Encompass Health, BJC HealthCare plan to make a new rehab hospital in Missouri  https://t.co/FcV9yKn2vv",Company | Product News
$VSCO - Victoria's Secret &amp; Co. simplifies business to save estimated $40M in annual cost  https://t.co/6UdXSPGWgd,Company | Product News
$GBDC - Golub Capital BDC originates $449.6M in fiscal Q3; fair value estimated to rise  https://t.co/622msPRdvF,Company | Product News
$GEOS - Geospace Technologies inks $4M rental contract for ocean bottom nodes  https://t.co/zC0tj943Dl,Company | Product News
$APAM - Artisan Partners Asset Management records 9.4% drop in June AUM  https://t.co/Npv0kr5467,Company | Product News
"$ROOT - Root partners with 2 National Football League teams, 1 Major League Baseball team  https://t.co/BqBYna9GOM",Company | Product News
$PCVX - Vaxcyte completes enrollment in phase 2 portion of study of pneumonia vaccine candidate  https://t.co/hFLbkt77Gm,Company | Product News
$AGTC - Applied Genetic Technologies proposes stock offering to fund clinical trials  https://t.co/N5Z9q1x9h2,Company | Product News
$ENDP - Endo weighs bankruptcy filing without opioid settlement - WSJ  https://t.co/RDMzj9kjEb,Company | Product News
"$RIVN - Rivian set to discuss layoffs, restructuring on Friday - Reuters  https://t.co/mmgdHHE6Hv",Company | Product News
$IHRT $CURI - Curiosity ventures into podcasting with iHeartMedia  https://t.co/UeNfF572Vc,Company | Product News
$PFE $BNTX $MRNA - Omicron BA.5 represents 65% of circulating COVID variants in U.S. – CDC director  https://t.co/9umOvBYZG3,Company | Product News
$AMZN - Amazon documents reveal how worker performance is monitored  https://t.co/MIvaox8mde,Company | Product News
$BA $EADSF $EADSY - Boeing's monthly deliveries top 50 for first time in more than three years  https://t.co/zmEagrtZwB,Company | Product News
$HSTO - Histogen announces pricing of $5M private placement  https://t.co/cdUhMyH7qc,Company | Product News
$KSPN - Kaspien prices $8M in registered and private placement stock offering  https://t.co/UeORwIM3eV,Company | Product News
"$AL - Air Lease delivers 21 aircraft, buys one Airbus A321neo in Q2  https://t.co/Lk6GFOjoKH",Company | Product News
$RELL - Richardson Electronics signs global sales distribution agreement with Altum RF  https://t.co/otJIDpTssI,Company | Product News
$LQDT - Liquidity services expands U.S. footprint with new distribution center to meet retail industry's need for sustainable disposition solution  https://t.co/ShKL6E44UP,Company | Product News
$SYBX - Synlogic begins dosing in early-stage trial of SYNB1353 for rare metabolic disorder  https://t.co/Qd6p1FG22R,Company | Product News
$NVTA - Invitae partners with CRO for first-time use of Explorer aggregated genetic testing results  https://t.co/Bx1cDHtxBY,Company | Product News
$BAESY - BAE Systems delivers Advanced M-Code GPS products to Germany  https://t.co/qV4wX4kVUX,Company | Product News
$MYMD - MyMD to collaborate with leading U.S. eye hospital Bascom on a pre-clinical study  https://t.co/pbIdOtmUT3,Company | Product News
$XPOF - Xponential Fitness broadens international reach with Club Pilates deal in UK  https://t.co/85XUhKh5Fv,Company | Product News
Ultima Genomics to collaborate with Regeneron for development of its sequencing platform  https://t.co/aLcXRJnjkw,Company | Product News
$CNC - Centene'S Delaware subsidiary bags statewide medicaid contract  https://t.co/9C5w2unHsg,Company | Product News
$YMAB - Y-mAbs gets FDA nod to begin phase 1 study of GD2-SADA for certain cancers  https://t.co/mAKSuTvr3g,Company | Product News
"$MSFT - Microsoft likely to fare better than peers in a downturn, but it's 'not immune,' MS says  https://t.co/G7uVEDaLMV",Company | Product News
"$RICK - RCI Hospitality provides Q3 club &amp; restaurant sales, share buybacks details  https://t.co/AypLUurs4P",Company | Product News
$EVFM - Evofem announces peer-reviewed publication on birth control method  https://t.co/FDOTbALkds,Company | Product News
"$TBLA - Taboola Signs enters new, five-year exclusive deal with Gray Television  https://t.co/U2tWBZglM4",Company | Product News
$COUP - Coupa Software opens three new offices in Latin America  https://t.co/vIQSDVersC,Company | Product News
$DGLY - Digital Ally bags contract for body-worn cameras  https://t.co/7PitlE48sI,Company | Product News
$NETI - Eneti's related party purchases 153.8K shares in open market  https://t.co/ba5caGrpnQ,Company | Product News
$FUL - H.B. Fuller partners with Enimac for strengthening e-commerce packaging  https://t.co/sJl9BjGV1k,Company | Product News
$SKYT - SkyWater awarded $27M option by Dept of Defense to further develop RH90 platform  https://t.co/HepAVdmkDE,Company | Product News
$OBTX - Everything Blockchain partners with law firm to continue expanding globally  https://t.co/oIYsgp9VKw,Company | Product News
$GOED - 1847 Goedeker to rebrand as Polished  https://t.co/rCIXAjTqhB,Company | Product News
$AZ - A2Z Announces Partnership with STCR in the US and Caribbean  https://t.co/8i8IJVtsbS,Company | Product News
$AMTB - Amerant Bank signs multi-year deal with Miami Heat  https://t.co/wyCYH3ymX5,Company | Product News
$BIGC - BigCommerce reports of UK EV charging firm joining the platform  https://t.co/asQoTCDgfO,Company | Product News
$QTNT - Quotient teams up with InfYnity Biomarkers to advance infectious disease testing  https://t.co/vkUV8eceV9,Company | Product News
$EZFL - EzFill announces expansion of commercial fleet business  https://t.co/CwsdSWcPMD,Company | Product News
$MRNA - Moderna begins dosing of Nipah virus vaccine mRNA-1215 in early-stage study  https://t.co/YdnYBRs3vP,Company | Product News
"$UNVR $CLMT - Univar, Calumet Specialty Products expand distribution pact in Europe  https://t.co/q0jiQYQ1JC",Company | Product News
$ENVX - Enovix announces shipment of battery packs  https://t.co/p7rhEZSgTr,Company | Product News
$WPRT - Westport Fuel wins €38M program to supply LPG fuel systems to global OEM  https://t.co/mnSI7m8WOB,Company | Product News
$MRMD - MariMed commences trading on the canadian securities exchange  https://t.co/7t9FGMzeQq,Company | Product News
"$PEP - PepsiCo CFO: Inflation could last years; protected margins with cost cuts, price hikes  https://t.co/dQmp4HdfJI",Company | Product News
$BLU - BELLUS details late-stage plans for cough candidate after FDA meeting  https://t.co/P1pzHv0vvf,Company | Product News
"$LDI - loanDepot to cut 2,000 more jobs, take charge up $79.5M in revamp  https://t.co/yOoL82OE4A",Company | Product News
$TCNNF - Trulieve Cannabis opens new medical marijuana dispensary in Florida  https://t.co/4Q9QvAnTiw,Company | Product News
$NVMI - Advanced Logic Manufacturer picks Nova METRION for next-generation IC development  https://t.co/qjBfoaRSAi,Company | Product News
$BKSY - BlackSky partners with Esri to offer on-demand satellite tasking services  https://t.co/VwZTw4zjbe,Company | Product News
$FRGT - Freight technologies’ Fr8App upgrades its electronic data interchange  https://t.co/R3eT648x86,Company | Product News
$ALDX - Aldeyra says trial for dry eye disease candidate reached key goals  https://t.co/CA5Yo7VERr,Company | Product News
$MAIN - Main Street discloses three follow-on investments worth $19.5M in three companies  https://t.co/OweNnFTqGX,Company | Product News
"$SCTL - Societal CDMO, Lannett amend license and supply deal  https://t.co/3yiSailxNH",Company | Product News
$CRSS - Crossroads Impact expands strategic partnership with Enhanced Capital Group; and a strategic investment from Conversant Capital LLC  https://t.co/uOsX7hxEPy,Company | Product News
$XPO - XPO Logistics names planned spin-off company as RXO  https://t.co/1tUpaspxNl,Company | Product News
$GE - GE abandons plan for U.K. offshore wind turbine blade factory  https://t.co/CDYqzmtowQ,Company | Product News
$FTAI - FTAI receives approval for FTAI infrastructure spin-off  https://t.co/WFa5Bhg5rW,Company | Product News
$RXST - RxSight says FDA requires additional info for approval of light delivery device  https://t.co/6YKjmJpfFc,Company | Product News
$KRKNF - Kraken Robotics awarded $2M from US defense customer for synthetic aperture sonar systems  https://t.co/27iN8VLA09,Company | Product News
"$IDEX - Solectrac, an operating company of Ideanomics partners with Nolan manufacturing to meet increasing electric tractor demands  https://t.co/Lk2ihAEkb8",Company | Product News
$WXXWY - WuXi Vaccines QC potency lab gets certification from Irish regulator  https://t.co/NmHN8wTAnH,Company | Product News
$ABB - ABB join forces Red Hat to deliver digital solutions across industrial edge and hybrid cloud  https://t.co/Rv24A7Lc1S,Company | Product News
$PLCKF - Plurilock's Aurora Systems secures $2.5M in PO from several organizations in June 2022  https://t.co/aMSjIs2mZI,Company | Product News
$RHHBY $RHHBF - Roche's Hemlibra helps control bleeding in mild/moderate hemophilia A over 4 years in trial  https://t.co/7ztjLd5pHt,Company | Product News
$XEMOX $EMO - ClearBridge Energy Midstream Opportunity Fund reports ~20% sequential decline in June NAV  https://t.co/gQChk8teuR,Company | Product News
$GPL - Great Panther Mining unveils 10-for-1 reverse stock split  https://t.co/NTbjjYIDdS,Company | Product News
$AMK - AssetMark Financial platform assets dip to $82.1B in June  https://t.co/kKbiyax4eO,Company | Product News
$LH - Labcorp to partner with a Spanish cancer research center for oncology clinical trials  https://t.co/1mcHIdRHgG,Company | Product News
$FFHL - Fuwei Films to conduct maintenance on production line  https://t.co/5xmBAVSmED,Company | Product News
$GME - GameStop rolls out NFT marketplace  https://t.co/6p5aXgAXjK,Company | Product News
$GLSI - Greenwich LifeSciences halts stock buyback program  https://t.co/W8oFDpOFgO,Company | Product News
$FLR $NFE - Fluor awarded contract for New Fortress Energy's Fast LNG project  https://t.co/77fTcFaT1k,Company | Product News
$EMMS - Emmis Communications launches tender offer to repurchase up to 1M Class A shares  https://t.co/6IJOvgxw9B,Company | Product News
"$AIMD - Biotech Ainos updates financial statements for proposed offering, Nasdaq uplisting  https://t.co/IbzaMQINrc",Company | Product News
$EQT $ETRN - EQT takes $196M cash option in Mountain Valley gas gathering deal  https://t.co/tQ77WKl4Ee,Company | Product News
"$VZ $T $TMUS - Verizon, AT&amp;T, T-Mobile get OK to bid in FCC spectrum auction  https://t.co/wUe8e9SYel",Company | Product News
$RIVN - Rivian Automotive said to be eying hundreds of jobs cuts  https://t.co/2wVIjfYBqa,Company | Product News
"$CETY - Clean Energy Technologies files for $35M offering, Nasdaq uplisting  https://t.co/6zaADzDQUF",Company | Product News
$METC - Ramaco Resources shuts Berwind mine after methane ignition  https://t.co/6oOJ9CfeXi,Company | Product News
$RHHBY $IONS - Roche licenses nephropathy treatment from Ionis and conduct late-stage study  https://t.co/tUBTLSN1BX,Company | Product News
$ARQT - Canada accepts Arcutis Biotherapeutics' new drug submission for its psoriasis skin cream  https://t.co/5mADaGkhe1,Company | Product News
$VEON - Veon management boosts ownership via share awards  https://t.co/gBpSklXn1X,Company | Product News
$EXEL - Exelixis says phase 3 trial evaluating its kidney cancer combo treatment met main goal  https://t.co/18OSRFmhxj,Company | Product News
$BMO - BMO Harris Bank announces minimum base pay increase  https://t.co/ae4OnXjWcW,Company | Product News
$DM - Desktop Metal expands global partnership with SolidCAM for four new countries  https://t.co/DwnTsY3b4f,Company | Product News
$AEMD - FDA approves protocol change in Aethlon's trial of its purifier to treat severe COVID  https://t.co/5heis0d2h2,Company | Product News
$PRGO - Perrigo unit seeks FDA over-the-counter approval for birth control pill Opill  https://t.co/TrX3gpWY7W,Company | Product News
"$NAAS - NaaS Tech, Jingcheng Leasing to develop financing solutions for EV charging stations  https://t.co/oFXJLZkyoe",Company | Product News
$CLVR $CLVRW - Clever Leaves expands partnership with Cantourage  https://t.co/HsHtN0d0Vp,Company | Product News
$AMZN - Amazon Prime Day preview: Solid but not spectacular numbers are expected  https://t.co/jR183vlMj7,Company | Product News
$MULN - Mullen Automotive signs agreement with Amazon's delivery partner for EV cargo vans  https://t.co/kAJdqEcRE0,Company | Product News
"$GREE - Greenidge Generation mines 230 bitcoins in June, a M/M jump of 18%  https://t.co/Pa57AZwVYb",Company | Product News
$PESI - Perma-Fix among three suppliers to secure four-year framework contract worth up to £41M in the UK  https://t.co/hv2BTvxngq,Company | Product News
"META SAYS STARTING JULY 21, SOME PEOPLE WILL SEE FEEDS AS A TAB IN THEIR SHORTCUT BAR ON FACEBOOK ; EXPECT UPDATES TO BE ROLLED OUT GLOBALLY OVER NEXT WEEK",Company | Product News
"META SAYS INTRODUCING HOME AND FEEDS ON FACEBOOK  META SAYS LAUNCHING THE FEEDS TAB, A NEW WAY TO FIND MOST RECENT POSTS FROM FRIENDS, FAVORITES, PAGES AND GROUPS ON FACEBOOK  META SAYS INTRODUCING THE NAME HOME FOR THE TAB WHICH USERS FIRST SEE WHEN THEY OPEN FACEBOOK",Company | Product News
"ENI: GAZPROM INFORMED IT WILL DELIVER GAS VOLUMES FOR APPROXIMATELY 36 MILLION CUBIC METERS TODAY, COMPARED TO DAILY DELIVERIES OF APPROXIMATELY 21 MILLION CUBIC METERS MADE IN RECENT DAYS.",Company | Product News
"NORD STREAM 1 GAS PIPELINE NOMINATIONS AT 29,284,591 KWH/H FOR 0600-0700 CET - RTRS",Company | Product News
Tesla Sells 75% of Its Bitcoin Purchases   https://t.co/vqmvQ4nCw5,Company | Product News
MICROSOFT 365 SAYS RECEIVED REPORTS OF USERS BEING UNABLE TO ACCESS MICROSOFT TEAMS OR LEVERAGE ANY FEATURES - TWEET,Company | Product News
TESLA CEO MUSK: TESLA OPEN TO INCREASING BITCOIN POSITION IN FUTURE,Company | Product News
"TESLA CEO ELON MUSK- SOLD BITCOIN TO INCREASE CAPITAL AMID UNCERTAINITY DURING CHINA LOCKDOWNS, SAYS CO HAS NOT SOLD DOGECOIN",Company | Product News
"SHELL IS EXPLORING A SALE OF ITS AUGER HUB AND ITS 37.5% HOLDING IN THE CONGER FIELD IN THE U.S. GULF OF MEXICO -SOURCES  SHELL BEGAN MARKETING THE 2 U.S. GULF OF MEXICO ASSETS IN RECENT WEEKS, EXPECTS COMBINED VALUATION OF AROUND $1.5 BLN -SOURCES",Company | Product News
"FORD PLANS TO CUT AS MANY AS 8,000 JOBS IN THE COMING WEEKS  -BBG NEWS",Company | Product News
"LYFT LAYS OFF ABOUT 60 EMPLOYEES, FOLDS ITS CAR RENTALS FOR RIDERS-WSJ",Company | Product News
"GERMAN ENERGY REGULATOR: GAZPROM HAS RENOMINATED GAS FLOWS, SEEN AT 30% CAPACITY ON JULY 21",Company | Product News
"UKRAINE SAYS IT HAS RECEIVED ""EXPLICIT INDICATIONS OF SUPPORT"" FROM MAJOR HOLDERS INCLUDING AMIA CAPITAL, BLACKROCK, FIDELITY INTERNATIONAL AND GEMSSTOCK ON LIABILITY MANAGEMENT PLAN",Company | Product News
TIKTOK IS REORGANIZING ITS INTERNATIONAL OPERATIONS TO FOCUS ON ASIAN MARKETS WHILE REDUCING ITS ACTIVITIES IN OTHER COUNTRIES - CAILIAN,Company | Product News
MACAU TO REOPEN CASINOS ON SATURDAY AS COVID INFECTIONS FALL - RTRS,Company | Product News
RBNZ - PROPOSING TO MAKE CHANGES TO THE ASSURANCE REPORTS THAT ARE REQUIRED TO ACCOMPANY REGISTERED BANKS’ PUBLIC DISCLOSURE STATEMENTS,Company | Product News
FACEBOOK SHIFTS RESOURCES TO FOCUS ON CREATOR ECONOMY - DJ,Company | Product News
"GOOGLE - AR PROTOTYPES WILL INCLUDE IN-LENS DISPLAYS, MICROPHONES AND CAMERAS — BUT THEY’LL HAVE STRICT LIMITATIONS ON WHAT THEY CAN DO",Company | Product News
"GOOGLE - STARTING NEXT MONTH, WE PLAN TO TEST AR PROTOTYPES IN THE REAL WORLD   WE’LL BEGIN SMALL-SCALE TESTING IN PUBLIC SETTINGS WITH AR PROTOTYPES WORN BY A FEW DOZEN GOOGLERS AND SELECT TRUSTED TESTERS",Company | Product News
"NORD STREAM 1 SEEN RESTARTING GAS FLOWS AFTER ANNUAL MAINTENANCE ON TIME, ON THURSDAY, BUT AT REDUCED LEVEL - TWO SOURCES - RTRS",Company | Product News
"ALPHABET UNIT GOOGLE SAYS IT WILL ALLOW NON-GAMING APPS DEVELOPERS TO SWITCH TO RIVAL PAYMENT SYSTEMS  GOOGLE SAYS FEES WILL BE CUT TO 12%, FROM 15%, FOR THESE DEVELOPERS",Company | Product News
"TC ENERGY ISSUES FORCE MAJEURE FOR OIL DELIVERIES ON KEYSTONE PIPELINE AFTER THIRD-PARTY POWER OUTAGE IN SOUTH DAKOTA  TC ENERGY SAYS KEYSTONE PIPELINE OPERATING AT REDUCED RATES, NO TIMELINE AVAILABLE FOR RESTORATION OF FULL SERVICE",Company | Product News
"AMAZON.COM- INTRODUCING A REDESIGNED, SIMPLIFIED MAIN NAVIGATION MENU THAT IS EASILY ACCESSIBLE ON PRIME VIDEO APP",Company | Product News
"https://t.co/aTIXW3Yfal - STARTING THIS WEEK, PRIME VIDEO ROLLING OUT A NEW, REDESIGNED EXPERIENCE WITHIN THE PRIME VIDEO APP ON CONNECTED LIVING ROOM DEVICES",Company | Product News
APPLE PLANS TO MODERATE HIRING AND SPENDING FOR SOME TEAMS IN 2023,Company | Product News
"Airbus, Air Lease Corp Said To Be In Talks To Negotiate Order For bunch,Of A320 Family",Company | Product News
RUSSIA'S GAZPROM EXPORT ARM SENDS NOTICE TO AT LEAST ONE CUSTOMER IN EUROPE DECLARING FORCE MAJEURE ON GAS DELIVERIES -LETTER  GAZPROM FM LINKED TO SITUATION WITH GAS DELIVERIES TO GERMANY VIA NORD STREAM 1 -TRADING SOURCE,Company | Product News
CBA - CBA LAUNCHES INTERNATIONAL CURRENCY ESG TERM DEPOSITS AS INFLOWS TOP A$1.5 BLN   HAS RAISED OVER A$1.5 BILLION IN FUNDING THROUGH ITS ESG TERM DEPOSIT ESG TD PRODUCT,Company | Product News
ANZ - ANZ WITHDRAWS FROM MYOB DISCUSSIONS  ANZ - SUNCORP BANK TO INITIALLY OPERATE UNDER ITS EXISTING AUTHORISED DEPOSIT-TAKING INSTITUTION LICENCE,Company | Product News
VODAFONE WILL CONTINUE TO OWN THE ACTIVE PARTS OF ITS NETWORK   NEW TOWERCO WILL ENTER INTO A 20-YEAR MASTER SERVICES AGREEMENT WITH VODAFONE NZ,Company | Product News
